"tweet_type","id","created_at","username","user_display_name","text","lang","source","retweet_count","favorite_count","reply_count","quote_count","bookmark_count","view_count","has_media","media_type","media_urls","video_url","video_duration","thumbnail_url","conversation_id_str","in_reply_to_status_id_str","in_reply_to_user_id_str","in_reply_to_screen_name","quoted_status_id_str","quoted_user_id_str","retweeted_status_id_str"
"quote","2082321470697701797","2026-07-29T04:25:00.000Z","tonbistudio","tonbi","Did you know the Hermes Desktop app can make its own custom UI elements? Brooklyn introduced this today, and I thought this was really cool. 

In this video, I asked Hermes to make me two widgets:

1. System memory monitor

2. Floating widget with live baseball score updates

Now you can really make the Desktop app your own!","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","34","553","17","8","579","78790","true","video","https://pbs.twimg.com/amplify_video_thumb/2082321256205168640/img/crFMKGw9iX4QtC9Y.jpg","https://video.twimg.com/amplify_video/2082321256205168640/vid/avc1/1920x1080/Ql5s5aYu1hehGSMT.mp4?tag=29","198","https://pbs.twimg.com/amplify_video_thumb/2082321256205168640/img/crFMKGw9iX4QtC9Y.jpg","2082321470697701797",,,,"2082173902139076673","1589099951325384706",
"quote","2079212804809363681","2026-07-20T14:32:17.000Z","analogalok","Alok","Updated Gemma 4 31B QAT (dense) + Multi Token Prediction + a 1.3GB Vision Encoder + 110,000 Context. Running locally at 60 t/s on a single NVIDIA RTX 4090.

Here is the exact llama.cpp stack to make multimodal VRAM limits obsolete.

Following up on the text only throughputs below, I compiled llama.cpp from source on Ubuntu 22 (CUDA 13) to see how much context we actually lose when loading the 1.3GB mmproj-F16.gguf alongside the main model and the MTP drafter.

Fed it a 28k token prompt + 1 image. Here is the breakdown:

# 1. The Pure Speed Run (Unquantized KV Cache)
The 1.3GB vision projector immediately eats into our VRAM, dropping our max context ceiling from 36k down to 20k (23.93 GB VRAM).

llama.cpp flags: 
./build/bin/llama-server -m gemma-4-31B-it-qat-UD-Q4_K_XL.gguf --mmproj mmproj-F16.gguf --spec-type draft-mtp --spec-draft-model mtp-gemma-4-31B-it.gguf --spec-draft-n-max 4 --spec-draft-p-min 0.7 -c 20000 -ngl 99 -fa on --port 8080 -v

Prefill: 1731.20 t/s | Decode: 78 t/s
(Still ridiculously fast, but a 20k context limit is tight for heavy document + image analysis).

# 2. The Mid Ground (Q8 KV Quantization)
Squeezed the cache to 8-bit. Context ceiling jumps to 58k (23.96 GB VRAM).

llama.cpp flags: 
./build/bin/llama-server -m gemma-4-31B-it-qat-UD-Q4_K_XL.gguf --mmproj mmproj-F16.gguf --spec-type draft-mtp --spec-draft-model mtp-gemma-4-31B-it.gguf --spec-draft-n-max 4 --spec-draft-p-min 0.7 -c 58000 -ngl 99 -fa on --cache-type-k q8_0 --cache-type-v q8_0 --port 8080 -v

Prefill: 2020.85 t/s | Decode: 64 t/s

# 3. The  Multimodal Tradeoff (Q4 KV Quant)

Dropped to 4-bit cache to push the absolute limits (23.97 GB VRAM - literally megabytes to spare).

llama.cpp command: 
./build/bin/llama-server -m gemma-4-31B-it-qat-UD-Q4_K_XL.gguf --mmproj mmproj-F16.gguf --spec-type draft-mtp --spec-draft-model mtp-gemma-4-31B-it.gguf --spec-draft-n-max 4 --spec-draft-p-min 0.7 -c 110000 -ngl 99 -fa on --cache-type-k q4_0 --cache-type-v q4_0 --port 8080 -v

Prefill: 2033.11 t/s | Decode: 60 t/s

By using the --mmproj flag to load the F16 vision encoder, we permanently lose about 1.3GB of our 24GB budget.

Text only Q4 (from previous post): 140k context @ 65 t/s

Multimodal Q4 (this test): 110k context @ 60 t/s

We sacrificed 30,000 tokens of context to give a 31B model flawless image recognition.

The fact that you can feed an image and a 100k+ codebase into a single RTX 4090 and get 60 t/s back is a paradigm shift for local multimodal agents.

Hugging Face links to the updated Unsloth's QAT quants with vision projectors, and performance graph are in the replies below.

If you haven't been following my previous posts, google recently patched the chat templates of gemma 4 family of models to improve tool calling. The agentic reasoning gains on the benchmark charts are massive:

- TB2 (Agents): +4.5% (to 25.8%) 
- Tau2 (Telecom): +10.1% (to 62.7%)

What are you building with local vision models right now? which models are you running on your single rtx 3090, 4090 or other 24 GB VRAM nodes?","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","27","272","19","4","316","88937","true","video","https://pbs.twimg.com/amplify_video_thumb/2079211786092658688/img/IkdB_QZJvUqn6-rc.jpg","https://video.twimg.com/amplify_video/2079211786092658688/vid/avc1/1920x1080/7k2Daf9-Z677QA6B.mp4?tag=29","20","https://pbs.twimg.com/amplify_video_thumb/2079211786092658688/img/IkdB_QZJvUqn6-rc.jpg","2079212804809363681",,,,"2078528325711196315",,
"quote","2081741327398826154","2026-07-27T13:59:43.000Z","analogalok","Alok","If you thought the Gemma 4 31B (dense) model was fast, sit down. I just benched the updated Gemma 4 26B A4B MoE on a single RTX 4090 (24 GB VRAM)

9,200 t/s prefill. 160 t/s decode. 250,000 context window. All on a single consumer RTX 4090. The numbers are completely unhinged.

The 31B is a dense behemoth. But the 26B is a Mixture of Experts (MoE), specifically an Active 4 Billion (A4B). It holds 26B parameters of knowledge but only activates 4B per token. Because its inference memory footprint is so light, I didn’t even need KV cache quantization to hit a quarter million context.

Compiled the latest llama.cpp from source on Ubuntu 22 (CUDA 13). Fed it a 28k token prompt, and manually cranked the batch sizes (-b 2048 -ub 2048) to absolutely redline the Tensor Cores.

Here is the benchmarking breakdown:
 
# 1. The Baseline (No MTP)
Even without speculative decoding, the A4B architecture flies.

llama.cpp flags:
./build/bin/llama-server -m gemma-4-26B-A4B-it-qat-UD-Q4_K_XL.gguf -c 250000 -ngl 99 -fa on -b 2048 -ub 2048 --port 8080 -v

Context Ceiling: 250,000 tokens (21.5 GB VRAM)
Prefill: 9,200 t/s (Absurd)
Decode: 124 t/s

# 2. The MTP Overdrive
Injected the new MTP draft model to enable Speculative Decoding.

llama.cpp flags: 
./build/bin/llama-server -m gemma-4-26B-A4B-it-qat-UD-Q4_K_XL.gguf --spec-type draft-mtp --spec-draft-model mtp-gemma-4-26B-A4B-it.gguf --spec-draft-n-max 4 --spec-draft-p-min 0.7 -c 250000 -ngl 99 -fa on -b 2048 -ub 2048 --port 8080 -v

Context Ceiling: 250,000 tokens (22.96 GB VRAM)
Prefill: 7,054 t/s (MTP draft overhead slightly caps prefill)
Decode: 156 t/s

# The Agentic Architecture Insight
Why does this matter? Because you can now build a killer local agentic loop on a consumer desktop.
Use the 31B dense model (from the previous post) as your heavy, deliberate Orchestrator / Verifier / Planner.
Pass the actual execution tasks to this 26B MoE.

At 160 t/s, this MoE can chew through code generation, tool calling, and massive RAG document retrieval over a 250k context window almost instantly, drastically speeding up your agentic loop.

If you own a single RTX 3090 or 4090 and haven't tried this specific stack yet, you need to pull these latest updates and run it. Local inference just leveled up.

Hugging Face links to the Unsloth 26B QAT quants and MTP drafters are in the replies. performance graphs also available in the replies.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","21","314","17","3","355","41159","true","video","https://pbs.twimg.com/amplify_video_thumb/2081739083299373057/img/FM3sTfyZaLzwrLm2.jpg","https://video.twimg.com/amplify_video/2081739083299373057/vid/avc1/1920x1080/1ji4XNoVe3Sog2Gx.mp4?tag=29","17","https://pbs.twimg.com/amplify_video_thumb/2081739083299373057/img/FM3sTfyZaLzwrLm2.jpg","2081741327398826154",,,,"2079212804809363681","2207203190",
"original","2081729327541227555","2026-07-27T13:12:03.000Z","tomcrawshaw01","Tom","http://x.com/i/article/2081729322088611841","zxx","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","39","417","12","2","1184","51228","false","none",,,,,"2081729327541227555",,,,,,
"original","2081502294986666400","2026-07-26T22:09:54.000Z","MichaelHutu","Mike Hutu","->To all the new @NVIDIAAI DGX-SPARK users! <-

If you have just bought and setup your first DGX-Spark, this is something that you should know sooner than later. 

When you try AI models and test the limits of this tiny little powerhouse up to OOM (Out-Of-Memory), the machine can get in to a state that limits the power. 

This will nerf down every single recipe you try, and it is not because  you do something wrong, it is because you need to boot the machine properly. 

If your DGX-spark stay in 5w-15w and 650Mhz under load, your machine is in that state. ⚠️

What you need to do is very simple:
bash
Sudo shutdown -> wait for the machine to shutdown
-> Unplug the power cable and wait for 1min -> Plug it back and voila, back to full speed. ✅","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","5","95","9","3","127","8249","false","none",,,,,"2081502294986666400",,,,,,
"original","2081616282131247541","2026-07-27T05:42:50.000Z","tonbistudio","tonbi","http://x.com/i/article/2081601574628151296","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","27","339","24","5","696","25234","false","none",,,,,"2081616282131247541",,,,,,
"original","2081022156226592842","2026-07-25T14:22:00.000Z","kkiran","kkiran","4 DGX Sparks, no Mikrotik switch. This is what I chose -

2X Sparks - deepseek-v4-flash (application development - iOS/Android)
1X Spark - qwen3.6-35B (image generation)
1X Spark - Laguna S 2.1 - it is helping me create my own Mission Control & in training a small language model

@NVIDIAAI @poolsideai @deepseek_ai @Alibaba_Qwen @MiaAI_lab 
Thank you all for your amazing contributions!","en","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","4","106","16","0","63","6744","true","photo","https://pbs.twimg.com/media/HODpAJzaIAADBc1.jpg; https://pbs.twimg.com/media/HOD0MBTbMAAjl5p.jpg",,,"https://pbs.twimg.com/media/HODpAJzaIAADBc1.jpg","2081022156226592842",,,,,,
"original","2080868138128646473","2026-07-25T04:09:59.000Z","TheAhmadOsman","Ahmad","Laguna S 2.1 118B-A8B on DGX Station using

- NVFP4
- FP8 KV Cache
 
Can run 10 parallel agents

&gt; with 256k context each
&gt; at ~1k tokens/second

Some other numbers below","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","26","381","36","5","191","20268","true","photo","https://pbs.twimg.com/media/HOC5uoOX0AAr8nA.jpg",,,"https://pbs.twimg.com/media/HOC5uoOX0AAr8nA.jpg","2080868138128646473",,,,,,
"original","2080665463294480610","2026-07-24T14:44:38.000Z","QuiverQuant","Quiver Quantitative","JUST IN: Claude can now pull data on stock trades by politicians, hedge funds, and insiders.

Link below.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","17","356","21","0","241","63984","true","video","https://pbs.twimg.com/amplify_video_thumb/2080664940113715200/img/src-cKltFU69TmhT.jpg","https://video.twimg.com/amplify_video/2080664940113715200/vid/avc1/2160x3840/pUhhk0zJqqKKTVjW.mp4?tag=29","21","https://pbs.twimg.com/amplify_video_thumb/2080664940113715200/img/src-cKltFU69TmhT.jpg","2080665463294480610",,,,,,
"original","2080682763594899763","2026-07-24T15:53:22.000Z","witcheer","witcheer","Hermes Wingtips #29: local models context floor

you point Hermes Agent at Ollama, the first few turns are fine, then the agent starts forgetting instructions or repeating work. 

the usual cause is that Ollama's default context depends on your VRAM, and under 24 GB it is 4,096 tokens. Hermes needs at least 64,000 for agent work, because the system prompt and tool schemas alone take 4k to 8k, and most servers drop your oldest messages once the window fills.

here is what to do server-side:

(1) Ollama: `OLLAMA_CONTEXT_LENGTH=64000 ollama serve`, then check the CONTEXT column in ollama ps

(2) vLLM: `--max-model-len 64000`

(3) llama.cpp: `llama-server -m model.gguf -c 64000`

LM Studio users can skip this since Hermes asks it to load the model at 64K by default.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","8","66","8","2","65","4149","true","photo","https://pbs.twimg.com/media/HOAQT4cbwAA-uf7.jpg",,,"https://pbs.twimg.com/media/HOAQT4cbwAA-uf7.jpg","2080682763594899763",,,,,,
"original","2080728699100406042","2026-07-24T18:55:54.000Z","NousResearch","Nous Research","New in Hermes Agent: a credential firewall for Docker sandboxes.

Your real keys never enter the sandbox. It runs on stand-in tokens, and a local proxy swaps in the real keys at the network boundary. Tokens from a compromised sandbox are useless elsewhere.

&gt; hermes egress setup","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","101","1437","50","25","741","305993","true","video","https://pbs.twimg.com/amplify_video_thumb/2080727307031846912/img/TBIzFiwi2laR8DFf.jpg","https://video.twimg.com/amplify_video/2080727307031846912/vid/avc1/1920x1440/MISv48W4iGekd1Y9.mp4?tag=29","27","https://pbs.twimg.com/amplify_video_thumb/2080727307031846912/img/TBIzFiwi2laR8DFf.jpg","2080728699100406042",,,,,,
"original","2080739791327617044","2026-07-24T19:39:59.000Z","sudoingX","Sudo su","anon, if you've got a dgx spark and you do any document, video, or image classification work, the most underrated model out there is nemotron 3 nano omni. i've run it, it's genuinely useful and almost nobody's talking about it.

nvidia's open multimodal model, all in one:
>  images, video, audio, ocr, documents, text, code
> 30b total, only 3b active (moe), stays fast
> 33 gb footprint on the spark at q8, 256k context
> 1300 tok/s prefill, chews through docs and images, 264 gen at short context, ~57 at depth

underrated gem for real multimodal work on a dgx spark box. i keep reaching for it.

http://huggingface.co/nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","22","282","19","2","360","30541","false","none",,,,,"2080739791327617044",,,,,,
